id,priceid,day
002,TSLA94,14.66
002,TSLA95,22.08
002,TSLA96,16.89
002,TSLA97,22.27
002,TSLA98,26.89
002,TSLA99,16.15
002,TSLA100,23.39
002,TSLA101,29.91
002,TSLA102,28.8
002,TSLA103,25.58
002,TSLA104,37.59
002,TSLA105,45.53
002,TSLA106,46.35
003,AMZN0,7.19
003,AMZN1,8.46
003,AMZN2,23.59
003,AMZN3,15.53
003,AMZN4,9.1
003,AMZN5,11.95
003,AMZN6,24.62
003,AMZN7,17.61
003,AMZN8,28.41
003,AMZN9,50.97
003,AMZN10,38.85
003,AMZN11,23.17
003,AMZN12,30.59
003,AMZN13,23.02
003,AMZN14,32.36
003,AMZN15,34.4
003,AMZN16,33.66
003,AMZN17,28.17
003,AMZN18,27.46
003,AMZN19,44.26
003,AMZN20,33.33
003,AMZN21,36.75
003,AMZN22,29.73
003,AMZN23,30.6
003,AMZN24,36.77
003,AMZN25,48.02
003,AMZN26,63.9
003,AMZN27,63.72
003,AMZN28,71.21
003,AMZN29,86.97
003,AMZN30,80.91
003,AMZN31,83.48
003,AMZN32,77.91
003,AMZN33,82.15
003,AMZN34,86.5
003,AMZN35,91.61
003,AMZN36,96.79
003,AMZN37,96.11
003,AMZN38,95.15
003,AMZN39,109.19
003,AMZN40,123.07
003,AMZN41,141.23
003,AMZN42,153.09
003,AMZN43,171.87
003,AMZN44,172.42
003,AMZN45,181.16
003,AMZN46,196.73
003,AMZN47,194.55
003,AMZN48,187.19
003,AMZN49,187.44
003,AMZN50,182.34
003,AMZN51,195.25
003,AMZN52,172.58
003,AMZN53,168.28
003,AMZN54,169.19
003,AMZN55,159.66
003,AMZN56,146.96
003,AMZN57,142.89
003,AMZN58,145.15
003,AMZN59,150.51
003,AMZN60,141.48
003,AMZN61,149.44
003,AMZN62,161.1
003,AMZN63,162.34
003,AMZN64,173.76
003,AMZN65,172.7
003,AMZN66,183.3
003,AMZN67,171.46
003,AMZN68,171.91
003,AMZN69,168.84
003,AMZN70,170.11
003,AMZN71,171.26
003,AMZN72,162.17
003,AMZN73,176.71
003,AMZN74,177.44
003,AMZN75,192.76
003,AMZN76,199.92
003,AMZN77,210.07
003,AMZN78,207.81
003,AMZN79,209.57
003,AMZN80,217.57
003,AMZN81,220.02
003,AMZN82,233.17
003,AMZN83,230.27
003,AMZN84,220.61
003,AMZN85,235.11
003,AMZN86,239.2
003,AMZN87,242.78
003,AMZN88,237.01
003,AMZN89,236.83
003,AMZN90,249.27
003,AMZN91,243.49
003,AMZN92,254.21
003,AMZN93,256.7
003,AMZN94,260.32
003,AMZN95,263.52
003,AMZN96,264.62
003,AMZN97,266.4
003,AMZN98,256.16
003,AMZN99,263.14
003,AMZN100,266.71
003,AMZN101,261.06
003,AMZN102,256.67
003,AMZN103,241.16
003,AMZN104,247.84
003,AMZN105,251.58
003,AMZN106,272.91
004,TWTR0,3.75
004,TWTR1,11.17
004,TWTR2,8.44
004,TWTR3,6.82
004,TWTR4,3.56
004,TWTR5,0.65
004,TWTR6,3.55
004,TWTR7,3.59
004,TWTR8,14.4
004,TWTR9,32.03
004,TWTR10,22.62
004,TWTR11,34.48
004,TWTR12,50.05
004,TWTR13,40.27
004,TWTR14,48.13
004,TWTR15,60.03
004,TWTR16,73.62
004,TWTR17,61.9
004,TWTR18,59.85
004,TWTR19,60.85
004,TWTR20,72.36
004,TWTR21,60.43
004,TWTR22,74.05
004,TWTR23,66.73
004,TWTR24,63.76
004,TWTR25,51.95
004,TWTR26,51.55
004,TWTR27,52.93
004,TWTR28,38.83
004,TWTR29,32.26
004,TWTR30,34.36
004,TWTR31,24.23
004,TWTR32,20.06
004,TWTR33,39.28
004,TWTR34,29.14
004,TWTR35,47.5
004,TWTR36,44.53
004,TWTR37,56.73
004,TWTR38,56.02
004,TWTR39,57.85
004,TWTR40,63.56
004,TWTR41,61.71
004,TWTR42,64.73
004,TWTR43,77.32
004,TWTR44,64.17
004,TWTR45,72.15
004,TWTR46,59.74
004,TWTR47,67.85
004,TWTR48,64.88
004,TWTR49,60.41
004,TWTR50,50.42
004,TWTR51,48.42
004,TWTR52,68.36
004,TWTR53,52.26
004,TWTR54,64.74
004,TWTR55,66.16
004,TWTR56,70.22
004,TWTR57,76.21
004,TWTR58,77.74
004,TWTR59,75.74
004,TWTR60,82.96
004,TWTR61,72.84
004,TWTR62,78.33
004,TWTR63,83.09
004,TWTR64,77.66
004,TWTR65,79.23
004,TWTR66,78.45
004,TWTR67,94.7
004,TWTR68,99.09
004,TWTR69,117.62
004,TWTR70,113.68
004,TWTR71,110.83
004,TWTR72,102.1
004,TWTR73,109.69
004,TWTR74,111.3
004,TWTR75,108.06
004,TWTR76,108
004,TWTR77,87.54
004,TWTR78,75.54
004,TWTR79,79.68
004,TWTR80,66.74
004,TWTR81,60.07
004,TWTR82,59.72
004,TWTR83,54.12
004,TWTR84,44.79
004,TWTR85,40.12
004,TWTR86,29.64
004,TWTR87,53.55
004,TWTR88,56.58
004,TWTR89,57.52
004,TWTR90,61.08
004,TWTR91,57.05
004,TWTR92,75.57
004,TWTR93,67.47
004,TWTR94,74.49
004,TWTR95,65.07
004,TWTR96,71.1
004,TWTR97,62.4
004,TWTR98,80.18
004,TWTR99,93.58
004,TWTR100,77.02
004,TWTR101,73.05
004,TWTR102,67.81
004,TWTR103,67.55
004,TWTR104,66.11
004,TWTR105,63.87
004,TWTR106,85.62
005,BABA0,3.39
005,BABA1,1.79
005,BABA2,1.46
005,BABA3,8.13
005,BABA4,9.52
005,BABA5,13.74
005,BABA6,4.08
005,BABA7,2.86
005,BABA8,8.49
005,BABA9,28.9
005,BABA10,28.27
005,BABA11,31.27
005,BABA12,36.66
005,BABA13,23.11
005,BABA14,16.14
005,BABA15,7.6
005,BABA16,28
005,BABA17,42.23
005,BABA18,45.26
005,BABA19,35.22
005,BABA20,34.28
005,BABA21,50.18
005,BABA22,59.64
005,BABA23,66.17
005,BABA24,77.4
005,BABA25,73.42
005,BABA26,57.71
005,BABA27,55.39
005,BABA28,60.55
005,BABA29,79.01
005,BABA30,95.53
005,BABA31,102.34
005,BABA32,107.53
005,BABA33,103.03
005,BABA34,99.83
005,BABA35,107.16
005,BABA36,111.21
005,BABA37,120.79
005,BABA38,120.68
005,BABA39,119.33
005,BABA40,106.5
005,BABA41,113.57
005,BABA42,97.66
005,BABA43,88.28
005,BABA44,81.29
005,BABA45,78.86
005,BABA46,84.6
005,BABA47,76.53
005,BABA48,85.65
005,BABA49,82.97
005,BABA50,91.15
005,BABA51,111.58
005,BABA52,113.58
005,BABA53,116.98
005,BABA54,123.47
005,BABA55,138.49
005,BABA56,141.97
005,BABA57,127.45
005,BABA58,126.06
005,BABA59,143.27
005,BABA60,140.22
005,BABA61,129.11
005,BABA62,131.83
005,BABA63,126.26
005,BABA64,125.99
005,BABA65,122.58
005,BABA66,112
005,BABA67,131.08
005,BABA68,141.53
005,BABA69,126.56
005,BABA70,112.54
005,BABA71,108.95
005,BABA72,108.59
005,BABA73,105.47
005,BABA74,105.99
005,BABA75,103.98
005,BABA76,110.38
005,BABA77,103.37
005,BABA78,106.42
005,BABA79,96.7
005,BABA80,90.48
005,BABA81,90.68
005,BABA82,83.56
005,BABA83,78.05
005,BABA84,85.43
005,BABA85,99.53
005,BABA86,105.7
005,BABA87,123.35
005,BABA88,120.08
005,BABA89,126.99
005,BABA90,125.07
005,BABA91,140.12
005,BABA92,152.75
005,BABA93,142.69
005,BABA94,148.5
005,BABA95,154.32
005,BABA96,161.17
005,BABA97,162.56
005,BABA98,178.84
005,BABA99,182.08
005,BABA100,185.91
005,BABA101,199.02
005,BABA102,198.52
005,BABA103,204.73
005,BABA104,227.76
005,BABA105,218.61
005,BABA106,225.79
006,BAC0,6.08
006,BAC1,3.1
006,BAC2,22.4
006,BAC3,20.03
006,BAC4,37.67
006,BAC5,42.14
006,BAC6,46.49
006,BAC7,42.83
006,BAC8,49.28
006,BAC9,58.78
006,BAC10,67.81
006,BAC11,72.47
006,BAC12,75.19
006,BAC13,74.34
006,BAC14,73.13
006,BAC15,58.25
006,BAC16,67.28
006,BAC17,64.95
006,BAC18,54.4
006,BAC19,50.77
006,BAC20,66.67
006,BAC21,67.45
006,BAC22,62.05
006,BAC23,65.28
006,BAC24,62.29
006,BAC25,47.14
006,BAC26,45.14
006,BAC27,45.1
006,BAC28,38.5
006,BAC29,29.5
006,BAC30,29.46
006,BAC31,38.64
006,BAC32,21.9
006,BAC33,14.64
006,BAC34,15.33
006,BAC35,26.26
006,BAC36,42
006,BAC37,59.41
006,BAC38,52.69
006,BAC39,44.66
006,BAC40,46.46
006,BAC41,42.85
006,BAC42,44.07
006,BAC43,53.09
006,BAC44,38.75
006,BAC45,26.54
006,BAC46,27.9
006,BAC47,24.34
006,BAC48,19.13
006,BAC49,5.24
006,BAC50,8.44
006,BAC51,2.64
006,BAC52,1.65
006,BAC53,14.05
006,BAC54,5.87
006,BAC55,14.76
006,BAC56,0.78
006,BAC57,6.48
006,BAC58,0.63
006,BAC59,2.03
006,BAC60,18.44
006,BAC61,27.67
006,BAC62,13.94
006,BAC63,6.2
006,BAC64,11.95
006,BAC65,7.66
006,BAC66,1.76
006,BAC67,14.14
006,BAC68,19.29
006,BAC69,13.62
006,BAC70,5.54
006,BAC71,19.6
006,BAC72,2.48
006,BAC73,6.46
006,BAC74,2.76
006,BAC75,8.41
006,BAC76,9.7
006,BAC77,0.63
006,BAC78,3.44
006,BAC79,16.72
006,BAC80,10.77
006,BAC81,14.07
006,BAC82,15.48
006,BAC83,14.07
006,BAC84,6.36
006,BAC85,13.93
006,BAC86,35.93
006,BAC87,27.8
006,BAC88,32.15
006,BAC89,33.74
006,BAC90,36.87
006,BAC91,21.08
006,BAC92,22.26
006,BAC93,19.32
006,BAC94,32.47
006,BAC95,33.91
006,BAC96,16.88
006,BAC97,27.38
006,BAC98,12.43
006,BAC99,6.17
006,BAC100,2.98
006,BAC101,7.98
006,BAC102,5.55
006,BAC103,5.07
006,BAC104,13.35
006,BAC105,18.63
006,BAC106,21.11
007,NFLX0,8.12
007,NFLX1,11.22
007,NFLX2,16.05
007,NFLX3,14.09
007,NFLX4,10.76
007,NFLX5,19.11
007,NFLX6,23.13
007,NFLX7,32.92
007,NFLX8,48.01
007,NFLX9,55.09
007,NFLX10,46.05
007,NFLX11,62.8
007,NFLX12,58.33
007,NFLX13,53.17
007,NFLX14,51.79
007,NFLX15,41.54
007,NFLX16,30.47
007,NFLX17,31.34
007,NFLX18,28.27
007,NFLX19,37.32
007,NFLX20,28.51
007,NFLX21,45.55
007,NFLX22,60.46
007,NFLX23,53.45
007,NFLX24,66.81
007,NFLX25,59.34
007,NFLX26,73.1
007,NFLX27,72.2
007,NFLX28,88.72
007,NFLX29,100.52
007,NFLX30,105.13
007,NFLX31,96.26
007,NFLX32,95.42
007,NFLX33,71.71
007,NFLX34,79.42
007,NFLX35,78.12
007,NFLX36,70.59
007,NFLX37,62.27
007,NFLX38,69.9
007,NFLX39,68.7
007,NFLX40,84.84
007,NFLX41,66.94
007,NFLX42,64.73
007,NFLX43,74.81
007,NFLX44,58.1
007,NFLX45,46.16
007,NFLX46,52.06
007,NFLX47,42.34
007,NFLX48,42.14
007,NFLX49,42.73
007,NFLX50,32.36
007,NFLX51,41.62
007,NFLX52,32.49
007,NFLX53,22.71
007,NFLX54,18.84
007,NFLX55,26.01
007,NFLX56,9.37
007,NFLX57,2.5
007,NFLX58,18.07
007,NFLX59,28.27
007,NFLX60,33.08
007,NFLX61,25.88
007,NFLX62,27.12
007,NFLX63,32.19
007,NFLX64,22
007,NFLX65,28.47
007,NFLX66,33.6
007,NFLX67,25.77
007,NFLX68,32.54
007,NFLX69,39.06
007,NFLX70,45.48
007,NFLX71,58.92
007,NFLX72,69.58
007,NFLX73,81.81
007,NFLX74,94.42
007,NFLX75,102.54
007,NFLX76,86.46
007,NFLX77,78.79
007,NFLX78,60.32
007,NFLX79,57.09
007,NFLX80,76.41
007,NFLX81,79.62
007,NFLX82,69.7
007,NFLX83,56.89
007,NFLX84,43.06
007,NFLX85,46.99
007,NFLX86,43.58
007,NFLX87,34.08
007,NFLX88,23.8
007,NFLX89,19.27
007,NFLX90,25.88
007,NFLX91,12.4
007,NFLX92,5.26
007,NFLX93,2.08
007,NFLX94,6.72
007,NFLX95,14.03
007,NFLX96,22.43
007,NFLX97,4.48
007,NFLX98,21.89
007,NFLX99,18.43
007,NFLX100,26.01
007,NFLX101,25.15
007,NFLX102,36.52
007,NFLX103,40.26
007,NFLX104,26.77
007,NFLX105,14.3
007,NFLX106,13.39
008,NVDA0,1.85
008,NVDA1,16.79
008,NVDA2,19.79
008,NVDA3,16.22
008,NVDA4,12.55
008,NVDA5,33.19
008,NVDA6,33.72
008,NVDA7,36.85
008,NVDA8,48.94
008,NVDA9,59.23
008,NVDA10,70.71
008,NVDA11,49.3
008,NVDA12,47.55
008,NVDA13,53.46
008,NVDA14,39.26
008,NVDA15,27.22
008,NVDA16,30.95
008,NVDA17,23.26
008,NVDA18,38.26
008,NVDA19,37.31
008,NVDA20,49.14
008,NVDA21,48.51
008,NVDA22,54.12
008,NVDA23,53.99
008,NVDA24,39.18
008,NVDA25,46.44
008,NVDA26,50.67
008,NVDA27,52.76
008,NVDA28,53.44
008,NVDA29,49.13
008,NVDA30,60.59
008,NVDA31,65.14
008,NVDA32,63.01
008,NVDA33,77.64
008,NVDA34,88.11
008,NVDA35,91.31
008,NVDA36,98.2
008,NVDA37,95.07
008,NVDA38,99.94
008,NVDA39,80.91
008,NVDA40,82
008,NVDA41,81.38
008,NVDA42,73.67
008,NVDA43,86.54
008,NVDA44,88.56
008,NVDA45,108.73
008,NVDA46,121.09
008,NVDA47,131.52
008,NVDA48,129.15
008,NVDA49,122.52
008,NVDA50,129.02
008,NVDA51,141.61
008,NVDA52,137.22
008,NVDA53,125.19
008,NVDA54,123.32
008,NVDA55,126.41
008,NVDA56,117.92
008,NVDA57,118.95
008,NVDA58,127.79
008,NVDA59,116.98
008,NVDA60,116.72
008,NVDA61,129.88
008,NVDA62,138.27
008,NVDA63,132
008,NVDA64,138.85
008,NVDA65,146.41
008,NVDA66,161.58
008,NVDA67,159.15
008,NVDA68,155.93
008,NVDA69,157.57
008,NVDA70,157.86
008,NVDA71,160.36
008,NVDA72,154.54
008,NVDA73,150.6
008,NVDA74,155.87
008,NVDA75,155.71
008,NVDA76,167.17
008,NVDA77,156.41
008,NVDA78,143.41
008,NVDA79,152.61
008,NVDA80,134.1
008,NVDA81,136.2
008,NVDA82,122.7
008,NVDA83,126.19
008,NVDA84,129.68
008,NVDA85,135.42
008,NVDA86,119.58
008,NVDA87,118.31
008,NVDA88,114.77
008,NVDA89,131.28
008,NVDA90,149.08
008,NVDA91,138.44
008,NVDA92,134.75
008,NVDA93,152.5
008,NVDA94,153.2
008,NVDA95,132.47
008,NVDA96,114.82
008,NVDA97,124.35
008,NVDA98,128.67
008,NVDA99,128.93
008,NVDA100,133.73
008,NVDA101,150.78
008,NVDA102,141.31
008,NVDA103,128.9
008,NVDA104,123.49
008,NVDA105,117.75
008,NVDA106,124.81
009,DIS0,16.2
009,DIS1,7.25
009,DIS2,3.09
009,DIS3,10.3
009,DIS4,12.49
009,DIS5,25.42
009,DIS6,31.57
009,DIS7,24.71
009,DIS8,36.13
009,DIS9,56.32
009,DIS10,54.41
009,DIS11,69.47
009,DIS12,70.72
009,DIS13,49.7
009,DIS14,49.35
009,DIS15,47.2
009,DIS16,58.44
009,DIS17,74.9
009,DIS18,86.34
009,DIS19,70.92
009,DIS20,86.04
009,DIS21,78.94
009,DIS22,59.98
009,DIS23,45.45
009,DIS24,22.54
009,DIS25,24.16
009,DIS26,10.49
009,DIS27,20.62
009,DIS28,29.63
009,DIS29,31.11
009,DIS30,32.01
009,DIS31,48.91
009,DIS32,61.92
009,DIS33,59.51
009,DIS34,47.7
009,DIS35,36.76
009,DIS36,32.16
009,DIS37,35.78
009,DIS38,19.59
009,DIS39,16.66
009,DIS40,0.67
009,DIS41,17.62
009,DIS42,22
009,DIS43,24.17
009,DIS44,17.83
009,DIS45,20.47
009,DIS46,7.01
009,DIS47,2.11
009,DIS48,11
009,DIS49,26.35
009,DIS50,38.88
009,DIS51,31.94
009,DIS52,40.68
009,DIS53,41.13
009,DIS54,53.78
009,DIS55,62.22
009,DIS56,55.8
009,DIS57,39.16
009,DIS58,49.66
009,DIS59,43.07
009,DIS60,30.07
009,DIS61,12.14
009,DIS62,16.87
009,DIS63,15.5
009,DIS64,16.58
009,DIS65,36.27
009,DIS66,43.49
009,DIS67,50.98
009,DIS68,72.77
009,DIS69,71.12
009,DIS70,70.46
009,DIS71,63.81
009,DIS72,69.1
009,DIS73,53.6
009,DIS74,62.73
009,DIS75,73.38
009,DIS76,70.57
009,DIS77,75.36
009,DIS78,86.06
009,DIS79,74.72
009,DIS80,95.98
009,DIS81,100.89
009,DIS82,106.18
009,DIS83,112.47
009,DIS84,108.79
009,DIS85,117.08
009,DIS86,110.75
009,DIS87,120.15
009,DIS88,137.6
009,DIS89,121.94
009,DIS90,122.7
009,DIS91,129.99
009,DIS92,118.3
009,DIS93,116.27
009,DIS94,111.81
009,DIS95,105.04
009,DIS96,102.14
009,DIS97,81.72
009,DIS98,72.88
009,DIS99,76.2
009,DIS100,76.16
009,DIS101,89.67
009,DIS102,89.23
009,DIS103,101.6
009,DIS104,118.78
009,DIS105,139.95
009,DIS106,140.59
010,PLUG0,10.41
010,PLUG1,12.15
010,PLUG2,23.05
010,PLUG3,24.69
010,PLUG4,34.07
010,PLUG5,34.62
010,PLUG6,20.37
010,PLUG7,20.46
010,PLUG8,32.19
010,PLUG9,55.2
010,PLUG10,48.23
010,PLUG11,52.77
010,PLUG12,59.1
010,PLUG13,58.69
010,PLUG14,53.47
010,PLUG15,55.75
010,PLUG16,50.05
010,PLUG17,40.97
010,PLUG18,33.97
010,PLUG19,27.55
010,PLUG20,29.38
010,PLUG21,30.12
010,PLUG22,13.83
010,PLUG23,11.02
010,PLUG24,13.54
010,PLUG25,16.23
010,PLUG26,30.57
010,PLUG27,23.42
010,PLUG28,26.1
010,PLUG29,25.58
010,PLUG30,40.4
010,PLUG31,38.82
010,PLUG32,52.81
010,PLUG33,57.82
010,PLUG34,66.34
010,PLUG35,64.41
010,PLUG36,71.73
010,PLUG37,78.5
010,PLUG38,89.26
010,PLUG39,90.1
010,PLUG40,90.4
010,PLUG41,84.68
010,PLUG42,72.38
010,PLUG43,67.05
010,PLUG44,69.3
010,PLUG45,70.51
010,PLUG46,78.2
010,PLUG47,70.82
010,PLUG48,86.81
010,PLUG49,100.95
010,PLUG50,104.89
010,PLUG51,91.81
010,PLUG52,87.73
010,PLUG53,81.36
010,PLUG54,86.58
010,PLUG55,92.45
010,PLUG56,94.33
010,PLUG57,97.99
010,PLUG58,89.94
010,PLUG59,80.05
010,PLUG60,79.14
010,PLUG61,61.82
010,PLUG62,80.28
010,PLUG63,74.98
010,PLUG64,75.72
010,PLUG65,71.41
010,PLUG66,89.88
010,PLUG67,92.43
010,PLUG68,109.11
010,PLUG69,128.98
010,PLUG70,128.69
010,PLUG71,121
010,PLUG72,135.87
010,PLUG73,139.98
010,PLUG74,158.1
010,PLUG75,149.03
010,PLUG76,158.54
010,PLUG77,149.44
010,PLUG78,144.26
010,PLUG79,121.69
010,PLUG80,121.18
010,PLUG81,135.43
010,PLUG82,148.5
010,PLUG83,144.98
010,PLUG84,138.55
010,PLUG85,143
010,PLUG86,147.92
010,PLUG87,158.84
010,PLUG88,164.73
010,PLUG89,175.36
010,PLUG90,168.53
010,PLUG91,154.29
010,PLUG92,137.38
010,PLUG93,145.05
010,PLUG94,158.63
010,PLUG95,165.21
010,PLUG96,168.77
010,PLUG97,176.18
010,PLUG98,180.4
010,PLUG99,163.03
010,PLUG100,181.14
010,PLUG101,160.28
010,PLUG102,151.19
010,PLUG103,149.64
010,PLUG104,152.31
010,PLUG105,147.41
010,PLUG106,161.62
011,SQ0,6.97
011,SQ1,6.18
011,SQ2,17.87
011,SQ3,28.89
011,SQ4,33.01
011,SQ5,41.25
011,SQ6,62.64
011,SQ7,62.76
011,SQ8,59.7
011,SQ9,63.04
011,SQ10,66.34
011,SQ11,50.15
011,SQ12,35.12
011,SQ13,48.14
011,SQ14,41.6
011,SQ15,33.44
011,SQ16,33.94
011,SQ17,15.5
011,SQ18,26.81
011,SQ19,29.74
011,SQ20,33.23
011,SQ21,35.94
011,SQ22,36.18
011,SQ23,47.38
011,SQ24,26.78
011,SQ25,8.4
011,SQ26,10.17
011,SQ27,8.13
011,SQ28,13.69
011,SQ29,30.09
011,SQ30,28.78
011,SQ31,22.08
011,SQ32,24.18
011,SQ33,18.78
011,SQ34,26.28
011,SQ35,16.06
011,SQ36,11.21
011,SQ37,4.88
011,SQ38,1.9
011,SQ39,14.27
011,SQ40,24.62
011,SQ41,18.68
011,SQ42,11.36
011,SQ43,0.07
011,SQ44,1.72
011,SQ45,2.51
011,SQ46,1.28
011,SQ47,2.45
011,SQ48,14.91
011,SQ49,24.95
011,SQ50,29.05
011,SQ51,43.83
011,SQ52,45.03
011,SQ53,45.66
011,SQ54,46.04
011,SQ55,35.15
011,SQ56,23.78
011,SQ57,23.33
011,SQ58,14.43
011,SQ59,5.1
011,SQ60,26.39
011,SQ61,32.87
011,SQ62,17.12
011,SQ63,8.64
011,SQ64,8.87
011,SQ65,15.42
011,SQ66,7.81
011,SQ67,2.05
011,SQ68,1.36
011,SQ69,1.94
011,SQ70,7.35
011,SQ71,12.92
011,SQ72,12.05
011,SQ73,8.98
011,SQ74,8.68
011,SQ75,27.16
011,SQ76,20.5
011,SQ77,10.72
011,SQ78,6.51
011,SQ79,10.03
011,SQ80,30.16
011,SQ81,45.79
011,SQ82,38.19
011,SQ83,36.24
011,SQ84,25.67
011,SQ85,27.37
011,SQ86,24.25
011,SQ87,28.89
011,SQ88,26.86
011,SQ89,28.89
011,SQ90,24.81
011,SQ91,24.68
011,SQ92,26.18
011,SQ93,22.67
011,SQ94,46.19
011,SQ95,48.41
011,SQ96,37.47
011,SQ97,23.72
011,SQ98,15.36
011,SQ99,8.66
011,SQ100,2.21
011,SQ101,2
011,SQ102,15.07
011,SQ103,6.45
011,SQ104,1.29
011,SQ105,9.65
011,SQ106,25.82
012,ZNGA0,18.21
012,ZNGA1,23.57
012,ZNGA2,5.17
012,ZNGA3,10.62
012,ZNGA4,30.75
012,ZNGA5,26.15
012,ZNGA6,41.33
012,ZNGA7,39.76
012,ZNGA8,23.77
012,ZNGA9,17.56
012,ZNGA10,28.21
012,ZNGA11,39.93
012,ZNGA12,49.61
012,ZNGA13,40.78
012,ZNGA14,51.6
012,ZNGA15,51.16
012,ZNGA16,66.81
012,ZNGA17,76.22
012,ZNGA18,69.67
012,ZNGA19,67.47
012,ZNGA20,69.82
012,ZNGA21,69.78
012,ZNGA22,78.78
012,ZNGA23,80.51
